domain,topic,video_title,video_url,comment,sentiment,comment_en,clean_comment
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Infineon is building its worlds largest Silica Carbide semikon factory in Kedah Malaysia. These semikons specialised in Electric Vehicles chips, Ai Data Centre and Industrial.",Positive,"Infineon is building its world's largest Silicon Carbide semiconductor factory in Kedah, Malaysia. These semiconductors specialize in electric vehicle chips, AI data centers, and industrial uses.",infineon building world largest silicon carbide semiconductor factory kedah malaysia semiconductor specialize electric vehicle chip ai data center industrial us
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Msia has been a poser since MSC days... everything still remains a pipedream,Negative,Msia has been a poser since MSC days... everything still remains a pipe dream,msia poser since msc day everything still remains pipe dream
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Now I think I'm more afraid of AI robots than clowns because robots have NO SOULS 🙃,Negative,Now I think I'm more afraid of AI robots than clowns because robots have NO SOUL ,think afraid ai robot clown robot soul
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Malaysia AI ambition is just like multi Meadia corridor, Flying Car and everything big, when come to describing it. But it have not comes up to it's full potential. It will slowly disminise into the thin air. Just like MDB, BILLION OF MYR GONE INTO AIR. No where, to be seen.",Negative,"Malaysia AI ambition is just like multi Meadia corridor, Flying Car and everything big, when it comes to describing it. but it hasn't come up to its full potential. it will slowly demine into thin air. just like MDB, BILLION OF MYR GONE IN AIR. nowhere, to be seen.",malaysia ai ambition like multi meadia corridor flying car everything big come describing come full potential slowly demine thin air like mdb billion myr gone air nowhere seen
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Go Malaysia 👍,Positive,Go Malaysia 👍,go malaysia thumb
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"It is impossible to develop AI in Malaysia without Israeli, keep on wet dreaming Malaysia...",Negative,"It is impossible to develop AI in Malaysia without Israeli, keep on wet dreaming Malaysia...",impossible develop ai malaysia without israeli keep wet dreaming malaysia
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Malaysia Boleh!,Positive,Malaysia can!,malaysia
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Malaysia is famous for implementing new technology but is poor at managing and maintaining it. After a few years, the implementation is sure to be abandoned and left without updates or low user engagement.

Malaysia terkenal dengan pelaksanaan teknologi baru tetapi buruk dalam pengurusan dan penyelenggaraannya. Selepas beberapa tahun, pelaksanaan tersebut pasti terbengkalai dan ditinggalkan tanpa kemas kini atau penglibatan pengguna yang rendah.

:face-orange-biting-nails::face-orange-biting-nails::face-orange-biting-nails::face-orange-biting-nails::face-orange-biting-nails::face-orange-biting-nails:",Negative,"Malaysia is famous for implementing new technology but is poor at managing and maintaining it. After a few years, the implementation is sure to be abandoned and left without updates or low user engagement. Malaysia is famous with pelaksanaan teknologi baru tetapi buruk dalam pengurusan dan penyelenggaraannya.",malaysia famous implementing new technology poor managing maintaining year implementation sure abandoned left without update low user engagement malaysia famous pelaksanaan teknologi baru tetapi buruk dalam pengurusan dan penyelenggaraannya
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,The script for this video was definitely written by ai,Neutral,The script for this video was definitely written by Ai,script video definitely written ai
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Malaysia also aim to become the great Renewal Energy hub in Asean...,Positive,Malaysia also aims to become the great Renewable Energy hub in Asean...,malaysia also aim become great renewable energy hub asean
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Malaysia has always been aiming higher. Just look at Wawasan 2020 and what have we achieve then?
From time to time issue like which language to use in Maths & Science still popped out from the leaders themselves. So our AI model must be programmed in Bahasa language and all other countries must follow suit? HAHAHA  what a joke.",Negative,Malaysia has always been aiming higher. Just look at Wawasan 2020 and what have we achieved then? From time to time issue like which language to use in Maths & Science still popped out from the leaders themselves. So our AI model must be programmed in Bahasa language and all other countries must follow suit? HAHAHA what a joke.,malaysia always aiming higher look wawasan achieved time time issue like language use math science still popped leader ai model must programmed bahasa language country must follow suit hahaha joke
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"To be honest, Internet speed not stable. For rural area... Internet is bad",Negative,"To be honest, the internet speed is not stable for rural area... internet is bad",honest internet speed stable rural area internet bad
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Given the ongoing brain drain where many talented youths are leaving Malaysia every year, in search of better prospects abroad. It is just not possible for Malaysia to become AI powerhouse in Southeast asia region.",Negative,"Given the ongoing brain drain where many talented youths are leaving Malaysia every year, in search of better prospects abroad.It is simply not possible for Malaysia to become an AI powerhouse in the Southeast Asia region.",given ongoing brain drain many talented youth leaving malaysia every year search better prospect abroad simply possible malaysia become ai powerhouse southeast asia region
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Humm lepas ni duit kertas pupus dan semua ditentukan dalam nilai komputer. Bila rakyat ingin memperjuangkan keadilan, akan disekat kewangan melalui computer dan politicians pegang kekayaan yg berterusan",Negative,"Hmm, soon paper money will disappear and everything will be determined by computer values. When people want to fight for justice, their finances will be blocked through computers and politicians will hold continuous wealth.",hmm soon paper money disappear everything determined computer value people want fight justice finance blocked computer politician hold continuous wealth
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"soon AI helped me to write hospital assessment report to every patient i see.
sometimes when we are shorthand staff and too busy...
AI should play a roll here.",Neutral,Soon AI helped me write hospital assessment report to every patient I see. sometimes when we are shorthand staff and too busy... AI should play a role here.,soon ai helped write hospital assessment report every patient see sometimes shorthand staff busy ai play role
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,To make AI really on ground n felt by many people maybe can implement AI tech to traffic lights 1st that make many people affected by it's benefits. Dunno how but someone must pioneer it.,Neutral,To make AI really on the ground n felt by many people maybe can implement AI technology to traffic lights 1 that make many people affected by its benefits.,make ai really ground n felt many people maybe implement ai technology traffic light make many people affected benefit
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,We human don't eat AI or anything generated by AI... the more urgent issue is food insecurity... the government should tackle that issue first instead of investing billions on AI thingy... unless we develop something smart using the AI to help human in producing agriculture products more efficiently... produce more food locally... reduce food import... increase food export...,Neutral,We humans don't eat AI or anything generated by AI... the more urgent issue is food insecurity... the government should tackle that issue first instead of investing billions on AI thingy... unless we develop something smart using AI to help humans in producing agricultural products more efficiently... produce more food locally... reduce food imports... increase food exports...,human eat ai anything generated ai urgent issue food insecurity government tackle issue first instead investing billion ai thingy unless develop something smart using ai help human producing agricultural product efficiently produce food locally reduce food import increase food export
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,So many millions are jobless and poor in Malaysia,Negative,So many millions are unemployed and poor in Malaysia,many million unemployed poor malaysia
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,At least Malaysia is able to produce its own technology by using local expertise compared to some other countries that only rely on foreigners to develop their technology without having to work hard to make it themselves and without shame in telling the world that their technology is their own . This shows that Malaysians are confident in themselves and able to compete with other countries,Neutral,At least Malaysia is able to produce its own technology using local expertise compared to some other countries that only rely on foreigners to develop their technology without having to work hard to make it themselves and without shame in telling the world that their technology is their own .,least malaysia able produce technology using local expertise compared country rely foreigner develop technology without work hard make without shame telling world technology
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Malaysia has improve drastically 😅😂😂😂,Positive,Malaysia has improved drastically 😅😂😂😂,malaysia improved drastically grinning face sweat face tear joy face tear joy face tear joy
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"I love Malaysia and Singapore, but here's my mind.

Research into AI news readers and transformation into ai cartoon was done 17 years ago as a presentation as a semester independent project, by a student whom was researching already available technology.

That student is massly hated today, but innocent. Its also illegal to work programming careers for that innocent adult, oppressed and hated. Just use tech.",Negative,"I love Malaysia and Singapore, but here's my mind. Research into AI news readers and transformation into AI cartoon was done 17 years ago as a presentation as a semester independent project, by a student who was researching already available technology. That student is mass hated today, but innocent. It's also illegal to work programming careers for that innocent adult, oppressed and hated. Just use technology.",love malaysia singapore mind research ai news reader transformation ai cartoon done year ago presentation semester independent project student researching already available technology student mass hated today innocent also illegal work programming career innocent adult oppressed hated use technology
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Lol 😂😂😂😂. The government  cannot make a proper website but want to be great at a.i and not only that the apps that governments create is still looks like a facebook 2010 ? Dont praise malaysia to much about this,Negative,Lol 😂😂😂😂. the government can't make a proper website but want to be great at a.i and not only that the apps that governments create is still looks like a facebook 2010 ? don't praise malaysia too much about this,lol face tear joy face tear joy face tear joy face tear joy government make proper website want great apps government create still look like facebook praise malaysia much
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,If Malaysia becomes an AI giant then Anwar should thank his lucky stars...his association with Hamas leaders + joining BRICS + Backing China + Dedollarisation is not in favour with the next incoming Trump govt. There are economic  repercautions to face...with the US would not share technology of their superchip industry knowing China is waiting to tap from Malaysia.,Neutral,If Malaysia becomes an AI giant then Anwar should thank his lucky stars...his association with Hamas leaders + joining BRICS + Backing China + Dedolarisation is not in favour with the next incoming Trump government.There are economic repercussions to face...with the US would not share technology of their superchip industry knowing China is waiting to tap from Malaysia.,malaysia becomes ai giant anwar thank lucky star association hamas leader joining brics backing china dedolarisation favour next incoming trump government economic repercussion face u would share technology superchip industry knowing china waiting tap malaysia
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Tesco Malaysia and now Lotus's Malaysia has already used an app on your smartphone to shop. Consumer basically scans the barcode of the item and place it in the cart and move on the next item. Afterwards, they go to the counter and pay. It is so much easier but using the app comes with honesty. Some had misused it, for example, by scanning 5 kg packet of rice but took 10 kg one. As a result, Lotus has stopped the use of the app recently.",Negative,"Tesco Malaysia and now Lotus Malaysia have already used an app on your smartphone to shop. Consumer basically scans the barcode of the item and places it in the cart and moves on to the next item. Afterwards, they go to the counter and pay. It is so much easier but using the app comes with honesty. Some had misused it, for example by scanning 5 kg packet of rice but took 10 kg one. As a result, Lotus has stopped using the app recently.",tesco malaysia lotus malaysia already used app smartphone shop consumer basically scan barcode item place cart move next item afterwards go counter pay much easier using app come honesty misused example scanning kg packet rice took kg one result lotus stopped using app recently
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,apa digitalised economy zzzz,Negative,What is the digital economy zzzz,digital economy zz
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Dont worry, what ever new concept we want to do, somehow it will fucked up somewhere....and Singapore will be  right there to overtake us...😂",Negative,"Don't worry, whatever new concept we want to do, somehow it will fuck up somewhere....and Singapore will be right there to overtake us...😂",worry whatever new concept want somehow fuck somewhere singapore right overtake u face tear joy
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,And just like Vision 2020 it will fail,Negative,And just like Vision 2020 it will fail,like vision fail
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,what makes you think there's no ai in food production?,Neutral,What makes you think there's no AI in food production?,make think ai food production
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Ai powerhouse? Got software? Got chip design company? Got fab?,Neutral,"You got a software, you got a chip design company, you got fab?",got software got chip design company got fab
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Yes Malaysia will trailblazing AI,Positive,Yes Malaysia will pioneer AI,yes malaysia pioneer ai
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Just make sure the art is decent enough.,Neutral,Just make sure the art is decent enough.,make sure art decent enough
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"In China, those technologies were invented and implemented. Our government also supports the development of AI technology. However, the problem is that clients, such as the retailers who purchased the technology like the smart cart in the video, found that the technology and its maintenance were quite expensive. Then, they would prefer using staff rather than AI now. Labor cost in China or countries like Malaysia is not that high. AI is trendy, but it still needs time to become more convenient and cheaper.",Neutral,"In China, those technologies were invented and implemented. Our government also supports the development of AI technology. However, the problem is that clients, such as the retailers who purchased the technology like the smart cart in the video, found that the technology and its maintenance were quite expensive. Then, they would prefer to use staff rather than AI now. Labor cost in China or countries like Malaysia is not that high. AI is trendy, but it still needs time to become more convenient and cheaper.",china technology invented implemented government also support development ai technology however problem client retailer purchased technology like smart cart video found technology maintenance quite expensive would prefer use staff rather ai labor cost china country like malaysia high ai trendy still need time become convenient cheaper
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,DARPA’s AI is probably 30 years ahead of anything the public has access to.,Neutral,DARPA's AI is probably 30 years ahead of anything the public has access to.,darpa ai probably year ahead anything public access
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,fully support pm Anwar vision!,Positive,fully support PM Anwar vision!,fully support pm anwar vision
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,I don know how AI make money?can I ask AI to transfer me some money?most important is with AI Malaysian bank acct holders  tiap tiap hari Ada Wang masok.lain I don know.pusing kepala.....,Neutral,I don't know how AI makes money?can i ask AI to transfer me some money?most important is with AI Malaysian bank acct holders tiap tiap hari Ada Wang masok.lain I don't know.pusing kepala.....,know ai make money ask ai transfer money important ai malaysian bank account holder tiap tiap hari ada wang masok lain know pusing kepala
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Malaysia always dream big, but it never materialised",Negative,"Malaysia always dreams big, but it never materialized",malaysia always dream big never materialized
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,AI in Malaysia 🇲🇾 will go with the flow towards better benefits for all mankind and the sovereignty of the country.,Positive,AI in Malaysia will go with the flow towards better benefits for all mankind and the sovereignty of the country.,ai malaysia go flow towards better benefit mankind sovereignty country
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Malaysia has gained so much popularity lately and the economy has  been proven to be so good , the best in Southeast Asia…..it is sad that Singapore is getting worst now",Positive,"Malaysia has gained so much popularity lately and the economy has proven to be so good, the best in Southeast Asia.....it's sad that Singapore is getting worse now",malaysia gained much popularity lately economy proven good best southeast asia sad singapore getting worse
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"To become AI powerhouse, gotta get rid of AI heading the govt first🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂👺👺👺👺👺👺👺👺💩💩💩💩💩💩",Neutral,"To become an AI powerhouse, you have to get rid of AI leading the government first🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂",become ai powerhouse get rid ai leading government first rolling floor laughing rolling floor laughing rolling floor laughing rolling floor laughing rolling floor laughing rolling floor laughing rolling floor laughing rolling floor laughing face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,How? With the present education system and the special rights to cater for those lazy ones depending on handout? Maybe Sawarak can do it with their openness and better education and not afraid to take up challenges rather than to blame others for their laziness and backwardness.,Negative,How? With the current education system and the special rights to cater for those lazy ones depending on handout? Maybe Sawarak can do it with their openness and better education and not afraid to take up challenges rather than blaming others for their laziness and backwardness.,current education system special right cater lazy one depending handout maybe sawarak openness better education afraid take challenge rather blaming others laziness backwardness
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"It will eventually. In fact, were using a lot of it without u even realizing it. A gd example is fintech",Positive,"In fact, we're using a lot of it without you even realizing it.",fact using lot without even realizing
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Don't think they have the capability to achieve that. The country's politicians especially the religious ones just aren't smart enough and can't perform, and plus the best and brightest talents have already left the country. Plus, the AI examples shown in this documentary/report are for beginners and relatively low tech compared to what people are doing in USA or China.",Negative,"Don't think they have the capacity to achieve that. The country's politicians especially the religious ones are just not smart enough and can't perform, and plus the best and brightest talents have already left the country. Plus, the AI examples shown in this documentary/report are for beginners and relatively low tech compared to what people are doing in the USA or China.",think capacity achieve country politician especially religious one smart enough perform plus best brightest talent already left country plus ai example shown documentary report beginner relatively low tech compared people usa china
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Sgpore is current ASEAN AI hub?,Neutral,Sgpore is the current ASEAN AI hub?,sgpore current asean ai hub
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"How is Malaysia, going to become AI Power ? 

A *Malay Malaysia already failed  ,already have perpetual divisions **

They dont   want a *Malaysian Malaysia* 
 
 Malaysia will fail?",Negative,"How is Malaysia going to become AI Power? A *Malay Malaysia has already failed, already has perpetual divisions ** They don't want a *Malaysian Malaysia* Malaysia will fail?",malaysia going become ai power malay malaysia already failed already perpetual division want malaysian malaysia malaysia fail
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"AI is fascinating and amazing technology. I am looking forward and excited that AI will be more advanced and adapted by more and more people, all industries, the government agencies and many more. AI will makes our lives more efficient and productive. Long live AI ❤️",Positive,"AI is fascinating and amazing technology. I am looking forward and excited that AI will be more advanced and adapted by more and more people, all industries, government agencies and many more. AI will make our lives more efficient and productive. Long live AI ❤️",ai fascinating amazing technology looking forward excited ai advanced adapted people industry government agency many ai make life efficient productive long live ai red heart
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Yes!

Malaysia 🇲🇾 is Good to go with the AI Public Services.",Positive,Yes! Malaysia is good to go with the AI Public Services.,yes malaysia good go ai public service
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"I worked in Malaysia as an AI consultant between 2015 till 2022 and I can tell it has still a long way to go. One major problem is local talent, we were struggling finding great talents. Great ones always leave Malaysia.",Negative,"I worked in Malaysia as an AI consultant between 2015 and 2022 and I can tell it still has a long way to go. One major problem is local talent, we were struggling to find great talent. Great ones always leave Malaysia.",worked malaysia ai consultant tell still long way go one major problem local talent struggling find great talent great one always leave malaysia
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Is AI  is anyone Involved & not only certain group of people with racial & leeching motive intention from bimbo & from the past, resulting in many immigrating elsewhere causing a labour shortage. Play & b fair & u will see Malaysia ell move. If not.This will no doubt b the downfall 
So, want success, then play fair like China is & Malaysia really b the powerhouse in the future. As shown. The  past  with the old has no future",Neutral,"Is AI anyone involved & not just certain group of people with racial & leeching motive intention from bimbo & from the past, resulting in many immigrating elsewhere causing a labour shortage. Play & b fair & u will see Malaysia ell move. If not.This will no doubt b the downfall So, want success, then play fair like China is & Malaysia really b the powerhouse in the future. As shown.",ai anyone involved certain group people racial leeching motive intention bimbo past resulting many immigrating elsewhere causing labour shortage play b fair see malaysia ell move doubt b downfall want success play fair like china malaysia really b powerhouse future shown
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Must master the language of AI....am surprised that PHD student cannot speak English fluently.,Neutral,Must master the language of AI....I'm surprised that PHD student can't speak English fluently.,must master language ai surprised phd student speak english fluently
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"when you say AI  ""Power house"" i thought it was designing. building. fabrication of software and hardware for international export.  It is of domestic cooking. shopping and leisure driving. The word power is not appropriate used in this instance.😊",Neutral,"When you say AI ""power house"" I thought it was designing. building. manufacturing of software and hardware for international export. it is of domestic cooking. shopping and leisure driving. the word power is not appropriate used in this instance.😊",say ai power house thought designing building manufacturing software hardware international export domestic cooking shopping leisure driving word power appropriate used instance smiling face smiling eye
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"P….l….e….a…..s…..e.
The Malaysian government is NOT EFFICIENT OR EFFECTIVE.
AI will destroy jobs ….but the Malaysian government policy is to create tons of jobs via the government link companies or the government itself. 
I am not optimistic.",Negative,P....l....e....a.....s.....e. The Malaysian government is NOT EFFICIENT OR EFFECTIVE. AI will destroy jobs ....but the Malaysian government policy is to create tons of jobs through the government link companies or the government itself. I am not optimistic.,p l e e malaysian government efficient effective ai destroy job malaysian government policy create ton job government link company government optimistic
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"before u knew it,  a group of people also working tirelessly to bring in RI ( religion intelligent)
.which now getting alot of traction....that will set msia back to stone age....

Sad day for malaysia",Negative,"Before u knew it, a group of people also working tirelessly to bring in RI (religion intelligent) which is now getting a lot of traction....that will set msia back to the stone age.... sad day for malaysia",knew group people also working tirelessly bring ri religion intelligent getting lot traction set msia back stone age sad day malaysia
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"I'm fine with AI in general. But once they touch art, I'm gonna fight.",Negative,"I'm fine with AI in general, but once they touch art, I'm gonna fight.",fine ai general touch art going fight
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Powerhouse for unchecked corruption???,Negative,Powerhouse for unchecked corruption???,powerhouse unchecked corruption
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,We try our best,Positive,We try our best,try best
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"many talents regardless of race leave malaysia for higher pay in other countries. I have many engineer or IT consultant friends including Malays going for jobs in europe, middle east, australia and of course singapore mainly for insanely much higher pay, usually on contract basis. Some after a few years may come back but like in semi retirement mode already.",Negative,"I have many engineer or IT consultant friends including Malays going for jobs in Europe, Middle East, Australia and of course Singapore mainly for insanely much higher pay, usually on contract basis. Some after a few years may come back but like in semi retirement mode already.",many engineer consultant friend including malay going job europe middle east australia course singapore mainly insanely much higher pay usually contract basis year may come back like semi retirement mode already
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,"Being someone that involved in project for enable Ai in Malaysia. There are drastic improvements in infrastructure of Ai in Malaysia, even the adoption of tech among the highest in region, with government clear direction from gov and industries, we do confident that Malaysia will become one of leaders in this market",Positive,"Being someone who is involved in project for enable AI in Malaysia.There are drastic improvements in infrastructure of AI in Malaysia, even the adoption of tech among the highest in the region, with government clear direction from gov and industries, we do confident that Malaysia will become one of the leaders in this market",someone involved project enable ai malaysia drastic improvement infrastructure ai malaysia even adoption tech among highest region government clear direction gov industry confident malaysia become one leader market
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI," @safiyyahhijab  Its easy to talk. In Bolehland more dreams are sold than actual reality. Looking at the past and present, the future doesnt look promising.",Negative,"@safiyyahhijab It's easy to talk.In Bolehland more dreams are sold than actual reality.Looking at the past and present, the future doesn't look promising.",safiyyahhijab easy talk bolehland dream sold actual reality looking past present future look promising
AI,"
AI Powerhouse","
Malaysia Aims To Become AI Powerhouse In Southeast Asia | CNA Correspondent",https://www.youtube.com/watch?v=TscRF_AFQqI,Oh? Actually its true.. some of my malaysian cousins just really want to work in singapore nowadays.. i think they have the potential to drive malaysia technological advance!,Positive,Actually it's true... some of my Malaysian cousins just really want to work in Singapore nowadays... I think they have the potential to drive Malaysia's technological progress!,actually true malaysian cousin really want work singapore nowadays think potential drive malaysia technological progress
